name,city,city_id,locality,cuisines,average_cost_for_two,currency,price_range_Rs,rating_text,votes,delivery,aggregate_rating
Indian Coffee House,Allahabad,24,Civil Lines,"South Indian, Cafe",200,Rs.,1000,Very Good,131,Yes,4
Checkers Pizza & Shawarma,Allahabad,24,Kareli,"Pizza, Fast Food",300,Rs.,2000,Good,105,No,3.8
Hyderabadi Biryani,Allahabad,24,Civil Lines,"North Indian, Mughlai, Biryani",400,Rs.,2000,Very Good,113,Yes,4
Kathi Express,Allahabad,24,Colonel Ganj,North Indian,200,Rs.,1000,Good,105,No,3.9
Allahabad Biryani Centre,Allahabad,24,Civil Lines,"Biryani, Mughlai",400,Rs.,2000,Good,173,Yes,3.8
Relish Restaurant- The Legend Hotel,Allahabad,24,The Legend Hotel,"North Indian, Chinese, Italian, Continental",1100,Rs.,4000,Very Good,98,Yes,4
Aroma,Allahabad,24,Civil Lines,"Mughlai, North Indian",500,Rs.,3000,Very Good,121,No,4
Andeywala,Allahabad,24,Chowk,Fast Food,200,Rs.,1000,Good,104,No,3.8
Kailash Parbat,Allahabad,24,Civil Lines,"North Indian, South Indian, Chinese, Continental",400,Rs.,2000,Average,47,Yes,3.4
Maharani Zaika,Allahabad,24,George Town,North Indian,500,Rs.,3000,Good,128,No,3.9
U S PIZZA,Allahabad,24,Katra,"Pizza, Salad, Desserts",400,Rs.,2000,Average,83,No,3.3
Dosa Plaza,Allahabad,24,Katra,"North Indian, Chinese, Beverages",500,Rs.,3000,Average,103,No,3.2
Chill Lounge,Allahabad,24,Civil Lines,"North Indian, South Indian, Chinese, Continental",800,Rs.,3000,Good,96,Yes,3.6
Friendz Corner,Allahabad,24,Teliarganj,North Indian,300,Rs.,2000,Good,144,Yes,3.8
Hotel Kanha Shyam,Allahabad,24,Civil Lines,"North Indian, Chinese",900,Rs.,3000,Good,133,Yes,3.8
Hotel Ravisha Continental,Allahabad,24,Civil Lines,"North Indian, South Indian, Chinese",600,Rs.,3000,Very Good,80,No,4
Daana Pani Restaurant,Allahabad,24,Dhoomanganj,North Indian,250,Rs.,2000,Average,107,Yes,2.8
Reserveseats,Allahabad,24,Katra,"North Indian, South Indian, Chinese",700,Rs.,3000,Good,103,No,3.8
Balaji Idli House,Allahabad,24,Tagore Town,"South Indian, North Indian",500,Rs.,3000,Good,99,No,3.8
Millennium Restaurant,Allahabad,24,Teliarganj,"North Indian, Fast Food",300,Rs.,2000,Good,76,No,3.6
Shri Gupta Masala Dosa,Allahabad,24,Naini,South Indian,150,Rs.,1000,Good,68,Yes,3.7
Sunil Chinese & Fast Food,Allahabad,24,Naini,"Fast Food, Chinese",100,Rs.,1000,Good,47,Yes,3.5
Khana Khazana Restaurant & Cafe,Allahabad,24,Civil Lines,"North Indian, Chinese, Mughlai",450,Rs.,2000,Good,58,Yes,3.9
Fire at Night,Allahabad,24,Civil Lines,Finger Food,700,Rs.,3000,Good,75,No,3.8
Dosa Plaza,Allahabad,24,Civil Lines,"North Indian, Chinese, Beverages",500,Rs.,3000,Good,111,Yes,3.9
Harish Bhojanalaya & Restaurant,Allahabad,24,Civil Lines,Fast Food,300,Rs.,2000,Good,112,No,3.7
Bliss Restro,Allahabad,24,Naini,"North Indian, Chinese",500,Rs.,3000,Good,94,No,3.8
Shahi Darbar Restaurant,Allahabad,24,Civil Lines,"North Indian, Chinese, Beverages",450,Rs.,2000,Good,95,No,3.6
Chaat Chatore,Allahabad,24,Katra,"North Indian, Fast Food, Chinese, Sandwich, Desserts",200,Rs.,1000,Average,66,No,3
Cafe Ballon D'OR,Allahabad,24,Naini,"Cafe, Fast Food",500,Rs.,3000,Good,80,No,3.8
Nawab Ki Rasoi,Allahabad,24,Civil Lines,North Indian,250,Rs.,2000,Good,57,Yes,3.6
Nidhi Restaurant,Allahabad,24,Bairahana,"Cafe, Fast Food",600,Rs.,3000,Good,133,Yes,3.7
Yame Food Court,Allahabad,24,Ashok Nagar,"North Indian, Chinese, Fast Food",300,Rs.,2000,Very Good,100,Yes,4
Shalimar Restaurant,Allahabad,24,Leader Road,North Indian,450,Rs.,2000,Very Good,76,No,4
Busy Bee Restro,Allahabad,24,Naini,"Chinese, North Indian, Continental, Beverages",700,Rs.,3000,Good,68,No,3.7
Celebrity Bar - Hotel Kanhashyam,Allahabad,24,Civil Lines,Drinks Only,0,Rs.,1000,Average,13,Yes,2.9
Glassy Junction - Hotel Milan Palace,Allahabad,24,Civil Lines,North Indian,1000,Rs.,4000,Average,14,Yes,3.2
Puneet Bar & Restaurant,Allahabad,24,Meergunj,North Indian,1000,Rs.,4000,Average,5,Yes,3.2
Eat On,Allahabad,24,Civil Lines,North Indian,200,Rs.,1000,Excellent,3701,No,4.8
KFC,Allahabad,24,Civil Lines,"Burger, Fast Food",450,Rs.,2000,Very Good,596,Yes,4.3
7th Heaven,Allahabad,24,Civil Lines,"Bakery, Italian, Continental, Desserts",400,Rs.,2000,Very Good,142,No,4
Pizza Hut,Allahabad,24,Civil Lines,"Pizza, Fast Food, Italian",700,Rs.,3000,Very Good,748,No,4.1
Domino's Pizza,Allahabad,24,Civil Lines,"Pizza, Fast Food",400,Rs.,2000,Good,699,Yes,3.9
Haldiram Bhujiawala,Allahabad,24,Civil Lines,"North Indian, Fast Food, Street Food, South Indian, Chinese",700,Rs.,3000,Very Good,429,No,4.2
Domino's Pizza,Allahabad,24,Civil Lines,"Pizza, Fast Food",400,Rs.,2000,Good,594,Yes,3.9
EDEN by Connoisseur,Allahabad,24,Civil Lines,"North Indian, Chinese, Continental",1000,Rs.,4000,Excellent,163,Yes,4.6
Old School Cafe,Allahabad,24,Civil Lines,"Cafe, North Indian, Continental, Chinese, Thai, Burger",1000,Rs.,4000,Very Good,410,No,4.4
Mr. Dewsis,Allahabad,24,Civil Lines,"North Indian, Chinese, Pizza, Sandwich, Beverages",500,Rs.,3000,Very Good,576,No,4.1
Pind Balluchi,Allahabad,24,Civil Lines,"North Indian, Mughlai",1000,Rs.,4000,Very Good,368,No,4.3
El Chico Restaurant,Allahabad,24,Civil Lines,"Continental, North Indian, Chinese",800,Rs.,3000,Excellent,540,No,4.5
Aryan Family's Delight,Allahabad,24,Civil Lines,"North Indian, South Indian, Fast Food",500,Rs.,3000,Very Good,368,No,4.3
Paradise,Allahabad,24,Civil Lines,"Desserts, Fast Food",500,Rs.,3000,Very Good,268,No,4.3
Chicago Pizza,Allahabad,24,Civil Lines,"Pizza, Beverages",400,Rs.,2000,Very Good,359,Yes,4.1
Hot Stuff,Allahabad,24,Civil Lines,"North Indian, Fast Food",500,Rs.,3000,Very Good,309,No,4.1
Black Out Restaurant,Allahabad,24,Teliarganj,"North Indian, Chinese",500,Rs.,3000,Good,307,No,3.9
Well Bean Cafe,Allahabad,24,Civil Lines,Cafe,500,Rs.,3000,Very Good,332,Yes,4.4
Tandoor Restaurant,Allahabad,24,Civil Lines,"North Indian, Chinese",500,Rs.,3000,Average,409,No,3.4
AL-Baik Zone,Allahabad,24,Kareli,"North Indian, Fast Food",300,Rs.,2000,Very Good,219,No,4.4
Paradise Confectioner,Allahabad,24,Tagore Town,"Fast Food, Desserts",500,Rs.,3000,Very Good,194,No,4.4
SCORE - The Games Cafe,Allahabad,24,Civil Lines,"Cafe, Desserts, Beverages",200,Rs.,1000,Very Good,361,No,4.3
Zaika Biryani Ka,Allahabad,24,Colonel Ganj,"Biryani, North Indian, Rolls",200,Rs.,1000,Very Good,211,Yes,4
Nainital Momos,Allahabad,24,Civil Lines,"Momos, Beverages",400,Rs.,2000,Very Good,179,No,4
Raju Kitchen Restaurant,Allahabad,24,Civil Lines,"North Indian, Chinese",400,Rs.,2000,Very Good,265,No,4
Shree Kanha Sweets & Restaurant,Allahabad,24,George Town,"Mithai, North Indian, Street Food",500,Rs.,3000,Very Good,198,No,4.2
The Tamarind Tree,Allahabad,24,Civil Lines,"South Indian, Chinese",500,Rs.,3000,Very Good,264,No,4
Bikanerwala,Allahabad,24,Civil Lines,"North Indian, Street Food, Fast Food",500,Rs.,3000,Very Good,273,Yes,4.2
Hot n Cool,Allahabad,24,Naini,"Pizza, Sandwich, Burger, Fast Food",300,Rs.,2000,Very Good,229,No,4.1
Malt,Allahabad,24,Ashok Nagar,"Cafe, Beverages, Bakery",300,Rs.,2000,Excellent,305,No,4.5
Makkhan's Restaurant,Allahabad,24,Dhoomanganj,"North Indian, South Indian, Chinese, Fast Food",450,Rs.,2000,Very Good,340,Yes,4
Rolls Mania,Allahabad,24,Ashok Nagar,"Rolls, Fast Food",450,Rs.,2000,Very Good,163,No,4.1
Coffee Machine The Cafe,Allahabad,24,Civil Lines,"Italian, Continental, Beverages",250,Rs.,2000,Very Good,100,No,4.2
Baba Biryani,Allahabad,24,Civil Lines,"Biryani, Mughlai",500,Rs.,3000,Good,235,Yes,3.5
Chhappan Bhog,Allahabad,24,Katra,"North Indian, South Indian, Chinese",600,Rs.,3000,Good,209,No,3.8
Higgins IX C1,Allahabad,24,Naini,"North Indian, Mughlai",600,Rs.,3000,Very Good,158,No,4
Makkhan's,Allahabad,24,Civil Lines,North Indian,1000,Rs.,4000,Very Good,126,No,4.2
Prayag Food Plaza,Allahabad,24,George Town,Chinese,300,Rs.,2000,Very Good,146,Yes,4.2
Allahabad Kabab Paratha,Allahabad,24,Kareli,Mughlai,600,Rs.,3000,Very Good,128,Yes,4.2
BrewBakes,Allahabad,24,Civil Lines,Cafe,500,Rs.,3000,Good,118,No,3.8
El Chico Pastry Shop,Allahabad,24,Civil Lines,Desserts,300,Rs.,2000,Very Good,110,No,4.3
Rajwada's,Allahabad,24,Colonel Ganj,"North Indian, South Indian, Chinese, Fast Food",450,Rs.,2000,Good,141,No,3.9
Cafe BigBoxx,Allahabad,24,Civil Lines,"Indian, Continental",600,Rs.,3000,Very Good,131,Yes,4.1
The Second Wife,Allahabad,24,George Town,North Indian,500,Rs.,3000,Average,151,No,3.4
Kalptaru Sweets N Bakery,Allahabad,24,Lukerganj,"Fast Food, North Indian, Continental, Beverages, Mithai",450,Rs.,2000,Very Good,155,No,4
9280 The Family Restaurant,Allahabad,24,Civil Lines,North Indian,600,Rs.,3000,Very Good,197,No,4
Moti Mahal Delux,Allahabad,24,"Vinayak City Centre Mall, Civil Lines","Mughlai, North Indian, Chinese",850,Rs.,3000,Very Good,186,No,4.1
Subway,Allahabad,24,Civil Lines,"Fast Food, Healthy Food, Sandwich, Salad",350,Rs.,2000,Very Good,208,Yes,4
Celebrations,Allahabad,24,Civil Lines,"North Indian, Chinese, Continental",300,Rs.,2000,Good,176,No,3.9
Dosa Plaza,Allahabad,24,Civil Lines,South Indian,400,Rs.,2000,Very Good,193,Yes,4.1
Moti Mahal Delux Tandoori Trail,Allahabad,24,Civil Lines,"Mughlai, North Indian, Chinese, South Indian",800,Rs.,3000,Good,121,No,3.8
Old Town,Allahabad,24,Civil Lines,"North Indian, Chinese",500,Rs.,3000,Good,108,No,3.7
Guru Kripa Bhojnalaya,Allahabad,24,Dhoomanganj,North Indian,150,Rs.,1000,Average,59,Yes,2.7
The Pantry Car,Allahabad,24,Civil Lines,"Chinese, Continental, Momos",300,Rs.,2000,Very Good,113,Yes,4
Kaffe Kona,Allahabad,24,Naini,Cafe,400,Rs.,2000,Very Good,97,Yes,4.2
Spicy Bite,Allahabad,24,Civil Lines,North Indian,400,Rs.,2000,Very Good,201,Yes,4.2
Checkers Pizza & Shawarma,Allahabad,24,Kareli,"Pizza, Fast Food",300,Rs.,2000,Good,105,No,3.8
Coffee Calling,Allahabad,24,Civil Lines,Cafe,400,Rs.,2000,Good,127,Yes,3.9
Hyderabadi Biryani,Allahabad,24,Civil Lines,"North Indian, Mughlai, Biryani",400,Rs.,2000,Very Good,113,Yes,4
Shamiana's,Allahabad,24,Civil Lines,North Indian,300,Rs.,2000,Good,132,No,3.7
Dilli Galiyara,Allahabad,24,"Vinayak City Centre Mall, Civil Lines","North Indian, South Indian, Chinese",800,Rs.,3000,Good,114,No,3.5
Indish,Allahabad,24,Civil Lines,"North Indian, South Indian, Chinese, Continental, Fast Food, Sandwich",500,Rs.,3000,Average,99,Yes,3.2
Jaiswal Dosa Corner,Allahabad,24,George Town,South Indian,150,Rs.,1000,Very Good,114,No,4.1
Jai Shri Shankar Bhojnalaya,Allahabad,24,Civil Lines,North Indian,300,Rs.,2000,Good,138,No,3.8
The Vintage Kitchen,Allahabad,24,Lukerganj,"North Indian, Chinese, Fast Food",500,Rs.,3000,Excellent,48,No,4.7
Aroma,Allahabad,24,Civil Lines,"Mughlai, North Indian",500,Rs.,3000,Very Good,121,No,4
Andeywala,Allahabad,24,Chowk,Fast Food,200,Rs.,1000,Good,104,No,3.8
Keventers,Allahabad,24,Civil Lines,"Beverages, Desserts, Ice Cream",400,Rs.,2000,Very Good,113,No,4.3
Kailash Parbat,Allahabad,24,Civil Lines,"North Indian, South Indian, Chinese, Continental",400,Rs.,2000,Average,47,Yes,3.4
Gay Time Family Restaurant,Allahabad,24,Civil Lines,"North Indian, South Indian, Chinese, Fast Food",500,Rs.,3000,Good,170,Yes,3.7
Gola Sizzlers,Allahabad,24,Civil Lines,"North Indian, Chinese, Continental",1000,Rs.,4000,Good,42,No,3.8
Indian Coffee House,Allahabad,24,Civil Lines,"South Indian, Cafe",200,Rs.,1000,Very Good,131,Yes,4
U S PIZZA,Allahabad,24,Katra,"Pizza, Salad, Desserts",400,Rs.,2000,Average,83,No,3.3
Friendz Corner,Allahabad,24,Teliarganj,North Indian,300,Rs.,2000,Good,144,Yes,3.8
Kathi Express,Allahabad,24,Colonel Ganj,North Indian,200,Rs.,1000,Good,105,No,3.9
Relish Restaurant- The Legend Hotel,Allahabad,24,The Legend Hotel,"North Indian, Chinese, Italian, Continental",1100,Rs.,4000,Very Good,98,Yes,4
Maharani Zaika,Allahabad,24,George Town,North Indian,500,Rs.,3000,Good,128,No,3.9
Chill Lounge,Allahabad,24,Civil Lines,"North Indian, South Indian, Chinese, Continental",800,Rs.,3000,Good,96,Yes,3.6
The London Shakes And Cafe,Allahabad,24,Civil Lines,"Pizza, Fast Food, Beverages",300,Rs.,2000,Good,89,No,3.9
Hotel Kanha Shyam,Allahabad,24,Civil Lines,"North Indian, Chinese",900,Rs.,3000,Good,133,Yes,3.8
Daana Pani Restaurant,Allahabad,24,Dhoomanganj,North Indian,250,Rs.,2000,Average,107,Yes,2.8
Balaji Idli House,Allahabad,24,Tagore Town,"South Indian, North Indian",500,Rs.,3000,Good,99,No,3.8
Fire at Night,Allahabad,24,Civil Lines,Finger Food,700,Rs.,3000,Good,75,No,3.8
Bliss Restro,Allahabad,24,Naini,"North Indian, Chinese",500,Rs.,3000,Good,94,No,3.8
Shahi Darbar Restaurant,Allahabad,24,Civil Lines,"North Indian, Chinese, Beverages",450,Rs.,2000,Good,95,No,3.6
Cafe Ballon D'OR,Allahabad,24,Naini,"Cafe, Fast Food",500,Rs.,3000,Good,80,No,3.8
Millennium Restaurant,Allahabad,24,Teliarganj,"North Indian, Fast Food",300,Rs.,2000,Good,76,No,3.6
Shri Gupta Masala Dosa,Allahabad,24,Naini,South Indian,150,Rs.,1000,Good,68,Yes,3.7
Shalimar Restaurant,Allahabad,24,Leader Road,North Indian,450,Rs.,2000,Very Good,76,No,4
Sunil Chinese & Fast Food,Allahabad,24,Naini,"Fast Food, Chinese",100,Rs.,1000,Good,47,Yes,3.5
Busy Bee Restro,Allahabad,24,Naini,"Chinese, North Indian, Continental, Beverages",700,Rs.,3000,Good,68,No,3.7
Khana Khazana Restaurant & Cafe,Allahabad,24,Civil Lines,"North Indian, Chinese, Mughlai",450,Rs.,2000,Good,58,Yes,3.9
Harish Bhojanalaya & Restaurant,Allahabad,24,Civil Lines,Fast Food,300,Rs.,2000,Good,112,No,3.7
Apne Budget Main,Allahabad,24,Civil Lines,Fast Food,100,Rs.,1000,Good,42,No,3.7
Food Square,Allahabad,24,Katra,"North Indian, Chinese, Mughlai",300,Rs.,2000,Good,57,Yes,3.6
Chaat Chatore,Allahabad,24,Katra,"North Indian, Fast Food, Chinese, Sandwich, Desserts",200,Rs.,1000,Average,66,No,3
Nawab Ki Rasoi,Allahabad,24,Civil Lines,North Indian,250,Rs.,2000,Good,57,Yes,3.6
Delight The Pastry Shop,Allahabad,24,Kareli,"Bakery, Desserts",200,Rs.,1000,Very Good,50,No,4.1
Yame Food Court,Allahabad,24,Ashok Nagar,"North Indian, Chinese, Fast Food",300,Rs.,2000,Very Good,100,Yes,4
Stark House Cafe,Allahabad,24,Civil Lines,"Mexican, Italian",550,Rs.,3000,Very Good,54,Yes,4
7th Heaven,Allahabad,24,Civil Lines,"Bakery, Italian, Continental, Desserts",400,Rs.,2000,Very Good,142,No,4
Old School Cafe,Allahabad,24,Civil Lines,"Cafe, North Indian, Continental, Chinese, Thai, Burger",1000,Rs.,4000,Very Good,410,No,4.4
Well Bean Cafe,Allahabad,24,Civil Lines,Cafe,500,Rs.,3000,Very Good,332,Yes,4.4
SCORE - The Games Cafe,Allahabad,24,Civil Lines,"Cafe, Desserts, Beverages",200,Rs.,1000,Very Good,361,No,4.3
Cafe El Chico,Allahabad,24,Civil Lines,"Cafe, Italian, Continental",1000,Rs.,4000,Very Good,252,No,4.4
Malt,Allahabad,24,Ashok Nagar,"Cafe, Beverages, Bakery",300,Rs.,2000,Excellent,305,No,4.5
Bean Here,Allahabad,24,Civil Lines,"Cafe, Fast Food",350,Rs.,2000,Good,189,No,3.9
BrewBakes,Allahabad,24,Civil Lines,Cafe,500,Rs.,3000,Good,118,No,3.8
Kaffe Kona,Allahabad,24,Naini,Cafe,400,Rs.,2000,Very Good,97,Yes,4.2
Coffee Calling,Allahabad,24,Civil Lines,Cafe,400,Rs.,2000,Good,127,Yes,3.9
Bean Here,Allahabad,24,Ashok Nagar,"Cafe, Fast Food",350,Rs.,2000,Good,82,No,3.8
Indian Coffee House,Allahabad,24,Civil Lines,"South Indian, Cafe",200,Rs.,1000,Very Good,131,Yes,4
The London Shakes And Cafe,Allahabad,24,Civil Lines,"Pizza, Fast Food, Beverages",300,Rs.,2000,Good,89,No,3.9
Cafe Ballon D'OR,Allahabad,24,Naini,"Cafe, Fast Food",500,Rs.,3000,Good,80,No,3.8
Nidhi Restaurant,Allahabad,24,Bairahana,"Cafe, Fast Food",600,Rs.,3000,Good,133,Yes,3.7
Stark House Cafe,Allahabad,24,Civil Lines,"Mexican, Italian",550,Rs.,3000,Very Good,54,Yes,4
Cafe Coffee Day,Allahabad,24,Civil Lines,"Cafe, Desserts, Beverages, Sandwich",500,Rs.,3000,Good,79,Yes,3.6
Skylight Coffee Cafe,Allahabad,24,Civil Lines,"Coffee, Italian",800,Rs.,3000,Good,33,No,3.7
Rockk Onn Dine & Lounge,Allahabad,24,Rajrooppur,"North Indian, Chinese",500,Rs.,3000,Good,50,No,3.5
Al Fresco,Allahabad,24,Rajrooppur,"North Indian, Chinese",700,Rs.,3000,Good,45,No,3.6
H2O Cafe,Allahabad,24,Civil Lines,"Cafe, Fast Food, Beverages",400,Rs.,2000,Good,45,No,3.7
Malt,Allahabad,24,Civil Lines,Cafe,500,Rs.,3000,Very Good,67,No,4
Wafl Cafe,Allahabad,24,Civil Lines,"Cafe, Desserts",650,Rs.,3000,Good,23,Yes,3.9
Mohit Cafe,Allahabad,24,Katra,"Fast Food, Beverages, Desserts",100,Rs.,1000,Good,55,No,3.7
Chai Onn,Allahabad,24,Naini,"Beverages, Cafe, Desserts, Pizza, Tea",200,Rs.,1000,Average,28,No,2.6
Cafe Beyond - The Legend Hotel,Allahabad,24,The Legend Hotel,Cafe,500,Rs.,3000,Average,34,Yes,3.2
Cafe Coffee Day,Allahabad,24,Ashok Nagar,"Cafe, Desserts, Beverages, Sandwich",500,Rs.,3000,Average,17,Yes,3.4
The Hide Out,Allahabad,24,Naini,"Cafe, North Indian",500,Rs.,3000,Average,24,No,2.7
Dastarkhwan,Allahabad,24,Tagore Town,Cafe,400,Rs.,2000,Good,26,Yes,3.5
The Baking Room,Allahabad,24,Allapur,Cafe,400,Rs.,2000,Average,20,Yes,3.2
Challa,Allahabad,24,Allapur,Fast Food,150,Rs.,1000,Average,10,No,3.1
Nine Eleven Cafe,Allahabad,24,Civil Lines,"Cafe, Coffee, Tea",0,Rs.,1000,Average,12,Yes,2.7
D.Hashtag,Allahabad,24,Naini,"Chinese, Pizza",500,Rs.,3000,Average,10,Yes,3.3
Crossroad Restaurant & Cafe,Allahabad,24,Civil Lines,"Fast Food, Cafe",400,Rs.,2000,Average,11,Yes,3.1
Hashtag Cafe,Allahabad,24,Naini,Cafe,500,Rs.,3000,Average,11,Yes,3
Z Street,Allahabad,24,Naini,Cafe,500,Rs.,3000,Average,4,Yes,3.1
Nirala Cafe,Allahabad,24,"Vinayak City Centre Mall, Civil Lines","Cafe, Coffee, Fast Food",200,Rs.,1000,Average,5,No,3.1
Wood Restaurant,Allahabad,24,Civil Lines,"Cafe, Fast Food",500,Rs.,3000,NaN,3,Yes,NaN
Chai 1-O-1,Allahabad,24,Tagore Town,"Tea, Fast Food, North Indian",150,Rs.,1000,NaN,0,No,NaN
Chahaas Chai Theka,Allahabad,24,Katra,Beverages,150,Rs.,1000,NaN,0,No,NaN
Cafe 1866,Allahabad,24,Bairahana,Cafe,400,Rs.,2000,NaN,3,Yes,NaN
Chahaas Chai Theka,Allahabad,24,Katra,Cafe,0,Rs.,1000,NaN,0,Yes,NaN
Haldiram Bhujiawala,Allahabad,24,Civil Lines,"North Indian, Fast Food, Street Food, South Indian, Chinese",700,Rs.,3000,Very Good,429,No,4.2
Paradise Confectioner,Allahabad,24,Tagore Town,"Fast Food, Desserts",500,Rs.,3000,Very Good,194,No,4.4
Chhappan Bhog,Allahabad,24,Katra,"North Indian, South Indian, Chinese",600,Rs.,3000,Good,209,No,3.8
The Second Wife,Allahabad,24,George Town,North Indian,500,Rs.,3000,Average,151,No,3.4
Indish,Allahabad,24,Civil Lines,"North Indian, South Indian, Chinese, Continental, Fast Food, Sandwich",500,Rs.,3000,Average,99,Yes,3.2
Relish Restaurant- The Legend Hotel,Allahabad,24,The Legend Hotel,"North Indian, Chinese, Italian, Continental",1100,Rs.,4000,Very Good,98,Yes,4
Chill Lounge,Allahabad,24,Civil Lines,"North Indian, South Indian, Chinese, Continental",800,Rs.,3000,Good,96,Yes,3.6
Millennium Restaurant,Allahabad,24,Teliarganj,"North Indian, Fast Food",300,Rs.,2000,Good,76,No,3.6
Food Square,Allahabad,24,Katra,"North Indian, Chinese, Mughlai",300,Rs.,2000,Good,57,Yes,3.6
Muktanandam Moti Mahal Delux,Allahabad,24,Civil Lines,"North Indian, Mughlai",750,Rs.,3000,Good,50,No,3.9
Goli Vada Pav No.1,Allahabad,24,Civil Lines,Street Food,200,Rs.,1000,Good,65,No,3.7
Baa Foods,Allahabad,24,Katra,"North Indian, Chinese, Fast Food, South Indian",300,Rs.,2000,Good,29,No,3.5
Santosh Sweets Confectionery & Baker's,Allahabad,24,Teliarganj,Desserts,200,Rs.,1000,Good,53,Yes,3.9
Lazizo Restaurant & Cafe,Allahabad,24,Colonel Ganj,"Street Food, North Indian, Fast Food",300,Rs.,2000,Average,44,Yes,2.9
Bhagwan Das Prahlad Das Nvedya Mishthan,Allahabad,24,Kareli,Mithai,250,Rs.,2000,Good,22,No,3.6
The Downtown Kitchen,Allahabad,24,Teliarganj,"Fast Food, North Indian",200,Rs.,1000,Average,46,No,3.4
Combo King,Allahabad,24,Civil Lines,"Indian, Chinese, Fast Food, North Indian",450,Rs.,2000,Good,39,No,3.6
Om Shanti Sweets,Allahabad,24,Tagore Town,"Mithai, Fast Food",400,Rs.,2000,Average,23,No,3.4
Chai Onn,Allahabad,24,Naini,"Beverages, Cafe, Desserts, Pizza, Tea",200,Rs.,1000,Average,28,No,2.6
Art Of Spices,Allahabad,24,Civil Lines,"North Indian, South Indian, Chinese, Continental",600,Rs.,3000,Good,20,No,3.5
Vrindavan Restaurant & Food Court,Allahabad,24,Naini,"North Indian, Mughlai",450,Rs.,2000,Good,27,Yes,3.6
King Classic Restaurant,Allahabad,24,Civil Lines,"North Indian, Continental, Chinese, Fast Food, Rolls",600,Rs.,3000,Good,22,Yes,3.6
Mantosh Kachori Bhandar,Allahabad,24,Katra,Street Food,100,Rs.,1000,Average,12,No,3.3
My Yumm Meal,Allahabad,24,Ashok Nagar,North Indian,400,Rs.,2000,Good,24,No,3.6
Goli Vada Pav No.1,Allahabad,24,Kareli,"Fast Food, Beverages, Desserts",200,Rs.,1000,Average,15,No,3.4
NCR Amul Cafe,Allahabad,24,Teliarganj,"Beverages, Fast Food, North Indian",200,Rs.,1000,Average,11,No,2.8
The Baking Room,Allahabad,24,Allapur,Cafe,400,Rs.,2000,Average,20,Yes,3.2
Om Sai Ki Rasoi,Allahabad,24,Civil Lines,North Indian,400,Rs.,2000,Good,18,Yes,3.5
Kesarwani Fast Food,Allahabad,24,George Town,"Burger, Fast Food",100,Rs.,1000,Average,19,Yes,2.5
Rang Mahal - Hotel Ajay International,Allahabad,24,Civil Lines,"North Indian, Chinese, Continental, South Indian",2000,Rs.,4000,Good,13,Yes,3.5
New Novelty Restaurant,Allahabad,24,Chowk,North Indian,500,Rs.,3000,Average,12,Yes,2.8
Nine Eleven Cafe,Allahabad,24,Civil Lines,"Cafe, Coffee, Tea",0,Rs.,1000,Average,12,Yes,2.7
The Second Wife,Allahabad,24,Rambagh,North Indian,500,Rs.,3000,Average,12,Yes,3.3
Balaji Fast Food Center,Allahabad,24,Naini,"Fast Food, Street Food",150,Rs.,1000,Average,7,Yes,3.2
New Kushwaha Sweet House,Allahabad,24,Teliarganj,"Mithai, Street Food",200,Rs.,1000,NaN,1,Yes,NaN
Ajay Restaurant,Allahabad,24,Tagore Town,"North Indian, Street Food, Fast Food",150,Rs.,1000,Average,16,Yes,3
The Telugu Corner,Allahabad,24,Naini,South Indian,100,Rs.,1000,Average,13,Yes,3.4
Food King,Allahabad,24,Chowk,"North Indian, South Indian",150,Rs.,1000,Average,12,Yes,3.4
Satya Priya,Allahabad,24,Civil Lines,Desserts,200,Rs.,1000,Average,6,No,3.2
Ande ka Funda,Allahabad,24,Leader Road,Fast Food,150,Rs.,1000,Average,4,Yes,3.2
Shri Hari Sweet House,Allahabad,24,Dhoomanganj,"Mithai, Street Food",0,Rs.,1000,Average,9,Yes,3.2
Rituraj Restaurant,Allahabad,24,Colonel Ganj,"North Indian, South Indian",350,Rs.,2000,Average,6,Yes,2.9
Tadka Restaurant,Allahabad,24,Katra,North Indian,350,Rs.,2000,Average,8,Yes,3
Hotel Tara Restaurant,Allahabad,24,Rambagh,North Indian,200,Rs.,1000,Average,4,Yes,3
Hotel Harsh,Allahabad,24,Civil Lines,North Indian,250,Rs.,2000,NaN,2,No,NaN
Shri Ram Mishthan Bhandar,Allahabad,24,Dhoomanganj,Mithai,200,Rs.,1000,Average,6,Yes,3.1
